GEOID,sovi,rank,state_id
g48077,-2.7005687908466283,215.0,g48
g48079,-0.7501795289958212,168.0,g48
g48081,1.0525662418493273,90.0,g48
g48083,3.361868233659827,24.0,g48
g48085,-4.72492634994361,243.0,g48
g48087,2.100644674305511,55.0,g48
g48089,0.337226754624541,115.0,g48
g48091,-5.019820310766821,247.0,g48
g48093,0.7881160982544947,98.0,g48
g48095,2.7838272235914916,37.0,g48
g48097,-1.7890975083963654,195.0,g48
g48099,-0.13007044975900814,141.0,g48
g48101,4.322240876874911,8.0,g48
g48103,-2.180462221292132,206.0,g48
g48105,-0.6789193572389146,165.0,g48
g48107,1.7279726932449124,64.0,g48
g48109,0.8995357294644553,95.0,g48
g48111,-2.675010874201603,214.0,g48
g48113,3.3784395927976796,23.0,g48
g48115,2.6480850635468167,42.0,g48
g48117,-1.6299843498052429,190.0,g48
g48119,0.1271339297663736,132.0,g48
g48121,-4.338863710516589,238.0,g48
g48123,2.4418282012684447,47.0,g48
g48125,3.8610225515300325,16.0,g48
g48127,2.4479647120760704,46.0,g48
g48129,0.2564429627777316,121.0,g48
g48131,3.65614964119373,21.0,g48
g48133,1.9915767489310645,59.0,g48
g48135,-1.8656366129366382,197.0,g48
g48137,0.2628921493991927,119.0,g48
g48139,-4.061867767616853,233.0,g48
g48141,0.9238351514056736,93.0,g48
g48143,-2.1138322098772355,204.0,g48
g48145,4.037485583164834,14.0,g48
g48147,0.25806667016276674,120.0,g48
g48149,-1.4471466309556444,187.0,g48
g48151,-0.05370468527545147,134.0,g48
g48153,1.666352858621915,65.0,g48
g48155,5.360010694873983,3.0,g48
g48157,-3.4778653380851847,225.0,g48
g48159,-0.4667039880715905,156.0,g48
g48161,0.170985651534159,130.0,g48
g48163,3.244207743789986,29.0,g48
g48165,-4.823161956195943,244.0,g48
g48167,-1.151533237187722,181.0,g48
g48169,4.046147688712236,13.0,g48
g48171,-2.5556849643110384,211.0,g48
g48173,-7.687952223221314,254.0,g48
g48175,-0.11519436514761022,138.0,g48
g48177,0.43627448791728207,110.0,g48
g48179,-0.4253481623585914,155.0,g48
g48181,-0.2712306873083957,146.0,g48
g48183,1.095428275552713,82.0,g48
g48185,1.5079835039122573,68.0,g48
g48187,-4.234158760737017,236.0,g48
g48189,1.1612803549237583,81.0,g48
g48191,3.3387381018822353,26.0,g48
g48193,0.41423729074653426,111.0,g48
g48195,-1.9622617026670437,202.0,g48
g48197,3.5181415434804455,22.0,g48
g48199,-2.958440136524535,219.0,g48
g48201,2.1392380456513886,53.0,g48
g48203,-0.1085561867089585,136.0,g48
g48205,-2.2121776451638038,207.0,g48
g48207,1.976548183228351,60.0,g48
g48209,-4.608670793495703,240.0,g48
g48211,-1.7855958911100664,194.0,g48
g48213,-0.6785394302226173,164.0,g48
g48215,0.599367017793327,104.0,g48
g48217,-0.33709555417507303,151.0,g48
g48219,-1.8851055185346968,199.0,g48
g48221,-3.723905839005649,228.0,g48
g48223,-0.6086451344489652,162.0,g48
g48225,5.164225400878274,4.0,g48
g48227,3.3461899546811296,25.0,g48
g48229,1.0897464347993382,84.0,g48
g48231,-0.9314305628935626,174.0,g48
g48233,-1.0960370438401599,179.0,g48
g48235,-4.2158502418659625,235.0,g48
g48237,-0.12992602391681538,140.0,g48
g48239,-0.9295644705478896,173.0,g48
g48241,1.211735007973533,75.0,g48
g48243,-0.9325192784737407,175.0,g48
g48245,4.208389584316022,11.0,g48
g48247,1.8851327611012323,63.0,g48
g48249,0.9044726517465542,94.0,g48
g48251,-4.1521538459022755,234.0,g48
g48253,4.840791306667835,6.0,g48
g48255,3.842702211649627,17.0,g48
g48257,-3.770684183064049,230.0,g48
g48259,-6.6681595075162114,252.0,g48
g48261,1.5568400313336563,66.0,g48
g48263,0.7724481938704795,99.0,g48
g48265,-0.5314828005770845,159.0,g48
g48267,0.7274400720645062,100.0,g48
g48269,-3.3705088039937454,222.0,g48
g48271,3.0022175315141775,33.0,g48
g48273,2.002905912519093,57.0,g48
g48275,4.290154742673893,10.0,g48
g48277,1.9214705338445672,62.0,g48
g48279,1.0537609825482015,89.0,g48
g48281,-1.8345238639825014,196.0,g48
g48283,5.088443314922928,5.0,g48
g48285,-0.41183239875174543,153.0,g48
g48287,-1.727229933223123,193.0,g48
g48289,-0.1129175159761917,137.0,g48
g48291,-1.9505385825276966,201.0,g48
g48293,1.1820307750753862,80.0,g48
g48295,-2.592487129109724,213.0,g48
g48297,0.29482433962764043,117.0,g48
g48299,0.39827579233529065,113.0,g48
g48301,1.1897660941811519,79.0,g48
g48303,-0.15023781811645676,142.0,g48
g48305,0.2431264197978789,124.0,g48
g48307,-0.28982973521691247,147.0,g48
g48309,1.2386882564034793,73.0,g48
g48311,-0.6680096283084134,163.0,g48
g48313,3.767342237831569,19.0,g48
g48315,3.6678236022362847,20.0,g48
g48317,-2.164959827267277,205.0,g48
g48319,-1.0243132765965963,176.0,g48
g48321,0.2512893565330989,123.0,g48
g48323,0.5750270381368496,105.0,g48
g48325,-2.084409682653151,203.0,g48
g48327,2.5774782067496425,43.0,g48
g48329,-4.028481481631716,231.0,g48
g48331,1.205722051656213,77.0,g48
g48333,0.32334769396999113,116.0,g48
g48335,2.9094192045582816,35.0,g48
g48337,-0.5092208047152282,157.0,g48
g48339,-5.005337980042057,246.0,g48
g48341,-1.3837712405799654,186.0,g48
g48343,3.7701942175456105,18.0,g48
g48345,0.6982433006870912,103.0,g48
g48347,1.4815993508783194,69.0,g48
g48349,0.7199576052919867,101.0,g48
g48351,0.9470318918527718,92.0,g48
g48353,2.180098664137418,50.0,g48
g48355,0.8400225805263883,96.0,g48
g48357,-2.750398727339141,216.0,g48
g48359,-0.22782817621086338,145.0,g48
g48361,-1.1871138817652374,182.0,g48
g48363,-0.5236670078112614,158.0,g48
g48365,-0.7548961637947506,169.0,g48
g48367,-5.073500290260237,248.0,g48
g48369,-1.8882861008539007,200.0,g48
g48371,1.0932623144008753,83.0,g48
g48373,2.727394535132771,40.0,g48
g48375,2.5020057886575575,44.0,g48
g48377,2.091586907556562,56.0,g48
g48379,-1.1372974445523787,180.0,g48
g48381,-3.3726254870500996,223.0,g48
g48383,-4.40111855009329,239.0,g48
g48385,2.3132158325123067,49.0,g48
g48387,3.225507613277515,30.0,g48
g48389,3.2651351866830223,28.0,g48
g48391,2.4233412665958354,48.0,g48
g48393,-3.3144898335470145,221.0,g48
g48395,2.932852767593385,34.0,g48
g48397,-6.905591341795326,253.0,g48
g48399,2.6681208126281177,41.0,g48
g48401,0.45916879138739985,106.0,g48
g48403,2.4933067416782237,45.0,g48
g48405,7.634803590419936,2.0,g48
g48407,-0.19158534661133064,144.0,g48
g48409,-0.41649661758312734,154.0,g48
g48411,2.177557553228673,51.0,g48
g48413,-1.3609510152913042,185.0,g48
g48415,0.8114256172024756,97.0,g48
g48417,-1.0336589991850516,178.0,g48
g48419,1.3477213204774738,71.0,g48
g48421,-2.571170397601655,212.0,g48
g48423,-0.5360885201482071,160.0,g48
g48425,-4.036996516564674,232.0,g48
g48427,2.7766193256029057,38.0,g48
g48429,-0.12445753407658489,139.0,g48
g48431,-0.3091513411301057,149.0,g48
g48433,-0.012374824719560085,133.0,g48
g48435,-4.701770845281405,242.0,g48
g48437,1.5493187249391882,67.0,g48
g48439,0.43904137864173487,109.0,g48
g48441,0.1777379810328502,129.0,g48
g48443,1.963021912925742,61.0,g48
g48445,1.0700949263787956,87.0,g48
g48447,0.18787936783969705,128.0,g48
g48449,-0.7278499359468676,166.0,g48
g48451,0.13844525153452547,131.0,g48
g48453,-1.6384113020178204,191.0,g48
g48455,0.40446820562583374,112.0,g48
g48457,2.7737687463088703,39.0,g48
g48459,-1.2826439362021245,184.0,g48
g48461,-0.8667713471160692,172.0,g48
g48463,1.3966911176269434,70.0,g48
g48465,0.3552981382686099,114.0,g48
g48467,-1.189948264230123,183.0,g48
g48469,-0.16805859720563887,143.0,g48
g48471,3.914340269173038,15.0,g48
g48473,-1.7059570161569544,192.0,g48
g48475,1.1935439672612644,78.0,g48
g48477,1.2492283316992223,72.0,g48
g48479,-0.3336836092872997,150.0,g48
g48481,1.2070602365310987,76.0,g48
g48483,-1.5054337466254144,189.0,g48
g48485,1.0162453243493998,91.0,g48
g48487,3.177529165165545,31.0,g48
g48489,4.057134274713267,12.0,g48
g48491,-4.6882903829106795,241.0,g48
g48493,-4.874102311309733,245.0,g48
g48495,-0.5995313859457605,161.0,g48
g48497,-5.336777229000646,249.0,g48
g48499,0.19174470960345646,127.0,g48
g48501,-4.261518518098807,237.0,g48
g48503,-0.7348655161083121,167.0,g48
g48505,0.22004987876307358,126.0,g48
g48507,4.30097474052547,9.0,g48
g51001,3.6007843651256928,11.0,g51
g51003,-2.1359807356487135,104.0,g51
g51005,0.039039553972588625,65.0,g51
g51007,-1.151372835356547,89.0,g51
g51009,-1.5065602368996438,96.0,g51
g51011,-0.02512482840638245,69.0,g51
g51013,-0.44812146174721956,80.0,g51
g51015,-1.7546421076291179,98.0,g51
g51017,1.373490136886884,39.0,g51
g51019,-1.9206231341235747,101.0,g51
g51021,0.9620443659191997,44.0,g51
g51023,-3.266775023702702,119.0,g51
g51025,3.866104975230609,9.0,g51
g51027,6.132732432306151,1.0,g51
g51029,1.8400846225705154,32.0,g51
g51031,-1.2527794768187168,94.0,g51
g51033,-2.5185953178362928,111.0,g51
g51035,2.092836574883229,29.0,g51
g51036,-3.9767938132542677,130.0,g51
g51037,2.2597419477089793,26.0,g51
g51041,-3.3241867946721406,122.0,g51
g51043,-2.942076095460887,115.0,g51
g51045,-1.1747897954842474,91.0,g51
g51047,-1.1724352504980287,90.0,g51
g51049,-0.04251393942285864,70.0,g51
g51051,5.9056798681265885,2.0,g51
g51053,-0.9580466644581366,86.0,g51
g51057,0.21418515697638008,59.0,g51
g51059,-0.17966653019234474,73.0,g51
g51061,-3.10859977129877,117.0,g51
g51063,0.716250183470102,50.0,g51
g51065,-3.388492536585587,123.0,g51
g51067,-0.022309755803527953,68.0,g51
g51069,-2.415577177329578,108.0,g51
g51071,0.1927022984448823,60.0,g51
g51073,-2.6181010853871625,113.0,g51
g51075,-3.527843564423759,124.0,g51
g51077,2.727148144489278,23.0,g51
g51079,-1.7970656682432282,99.0,g51
g51081,2.733008526331571,22.0,g51
g51083,1.4036609430815545,38.0,g51
g51085,-4.702746702107164,134.0,g51
g51087,-2.3923195597332554,107.0,g51
g51089,1.1870383379875642,40.0,g51
g51091,3.3435668619518113,12.0,g51
g51093,-2.4973776486106294,110.0,g51
g51095,-2.432156796352258,109.0,g51
g51097,-0.0030942499286651937,66.0,g51
g51099,-3.534480608224463,125.0,g51
g51101,-3.8380772036490356,127.0,g51
g51103,1.068961030401752,42.0,g51
g51105,2.9108045928003845,17.0,g51
g51107,-2.5912126564655718,112.0,g51
g51109,-1.692115775761571,97.0,g51
g51111,3.299410084188598,14.0,g51
g51113,-0.6325911218731008,83.0,g51
g51115,-0.2600735088119109,75.0,g51
g51117,3.3375015803678294,13.0,g51
g51119,0.704049985634609,51.0,g51
g51121,-1.9285037152455917,102.0,g51
g51125,0.733204930836759,49.0,g51
g51127,-4.32109687420018,133.0,g51
g51131,5.016575922822191,4.0,g51
g51133,1.6746698597489036,33.0,g51
g51135,2.635243844035238,24.0,g51
g51137,-1.0820275384684652,88.0,g51
g51139,0.4812689015942334,54.0,g51
g51141,2.242504377510572,27.0,g51
g51143,0.2644469351581775,57.0,g51
g51145,-3.5491860947109277,126.0,g51
g51147,0.8775087916367695,47.0,g51
g51149,-3.0684274469064112,116.0,g51
g51153,-0.7644455267843191,84.0,g51
g51155,0.06993067471984138,62.0,g51
g51157,-0.6242548415535326,82.0,g51
g51159,2.7393096155814316,21.0,g51
g51161,-3.272916779298434,120.0,g51
g51163,0.29843976184998666,55.0,g51
g51165,-0.26191456161161014,76.0,g51
g51167,3.251477170964921,15.0,g51
g51169,2.8655146670579636,19.0,g51
g51171,0.05147066857720983,64.0,g51
g51173,1.6059175098480805,35.0,g51
g51175,0.9063454311754667,46.0,g51
g51177,-2.8314376245918407,114.0,g51
g51179,-3.9388625933549273,128.0,g51
g51181,0.136382598300262,61.0,g51
g51183,4.110200528385712,6.0,g51
g51185,2.2254471883509357,28.0,g51
g51187,-2.362279852973456,105.0,g51
g51191,-0.6047840003457473,81.0,g51
g51193,2.3686490007254797,25.0,g51
g51195,3.859628281208868,10.0,g51
g51197,0.6873231803095885,52.0,g51
g51199,-4.148453541327639,132.0,g51
g51510,0.5937932060267179,53.0,g51
g51515,0.054233265622246396,63.0,g51
g51520,1.0231092940239745,43.0,g51
g51530,-0.009686781661984556,67.0,g51
g51540,0.2844452032076592,56.0,g51
g51550,-3.9477355596557597,129.0,g51
g51570,-0.9753315466520203,87.0,g51
g51580,0.7439221217181318,48.0,g51
g51590,2.056677789868274,30.0,g51
g51595,4.015501298592771,8.0,g51
g51600,-0.4056383410428194,79.0,g51
g51610,-2.3722672803620406,106.0,g51
g51620,1.620728029260666,34.0,g51
g51630,-0.303366385024179,77.0,g51
g51640,4.516719345452843,5.0,g51
g51650,-1.9817029057185533,103.0,g51
g51660,2.835891731088883,20.0,g51
g51670,1.0911790515936521,41.0,g51
g51678,1.962111619694927,31.0,g51
g51680,-0.14847525558387564,72.0,g51
g51683,4.070376059535219,7.0,g51
g51685,5.493455301577258,3.0,g51
g51690,1.5597075831512524,36.0,g51
g51700,-1.3591870882836457,95.0,g51
g51710,-0.3627906195027648,78.0,g51
g51720,0.25300809560116866,58.0,g51
g51730,2.8846156764440414,18.0,g51
g51735,-4.022533998879395,131.0,g51
g51740,-1.2053235213677052,92.0,g51
g51750,-0.06920075286960947,71.0,g51
g51760,1.487040740173386,37.0,g51
g51770,0.9165992367265282,45.0,g51
g51775,-1.8371211657230626,100.0,g51
g51790,-0.7733417833025287,85.0,g51
g51800,-3.3155239900387787,121.0,g51
g51810,-3.1548951373675225,118.0,g51
g51820,-0.23380271012404724,74.0,g51
g51830,-1.2302820273284973,93.0,g51
g51840,3.196716215448107,16.0,g51
